observations,average_speed_kmh
1,0.13065617505440258
1,0.3548155801680033
1,0.3343684649862786
1,0.1717655479343673
1,0.4769275929846469
1,0.5616833120330827
1,0.3486853540858436
1,0.7645480929010823
1,0.673672618726165
1,0.36470195416077955
1,0.5726499356810746
1,0.9187910989239934
1,
1,0.31112880379074576
1,0.6758723561129162
1,0.26084813602850654
1,0.1879739241534413
1,0.2906350207276726
1,0.1990540936285223
1,0.12800706564077094
1,0.17755008876198008
1,0.7443900472298561
1,0.5658546420038384
1,0.5087003747725825
1,0.3810104809878708
1,0.5623892598801402
1,0.49885387901309164
1,0.4030596694785276
1,0.32100468577960267
1,0.27033073197554797
1,0.6053239012562441
1,0.9098703579306963
1,0.44977934465061853
1,0.17865308439434607
1,0.28289583811517693
1,0.26187308577664425
1,0.4205367642234413
1,0.8761495023894181
1,0.5081112634981451
1,0.48028527056982834
1,0.3010578878526535
1,0.5027821122834891
1,0.08828249752151562
1,0.8630075160586701
1,0.5185764870065945
1,0.43224059396629905
1,0.42738191069730275
1,0.5738539978988086
1,0.3547394067719089
1,0.1263761421798667
1,0.4123993197405559
1,0.20122265254288937
1,0.5167136299186397
1,0.1863419275056434
1,0.3987676638529466
1,0.48525657642974784
1,0.3070634570328269
1,0.6427280344814654
1,0.42644520759793847
1,0.281796625364323
1,0.8852133664306964
1,0.537860753999479
1,0.29672489800994695
1,0.4130395643221182
1,0.01805251006748782
1,0.31607794591063754
1,0.44028480082373816
1,
1,0.15191176578976173
1,0.12803386600894734
1,0.252647028397648
1,0.5990022505820654
1,0.15491615772484052
1,0.4400165807599999
1,0.5625932715656833
1,
1,0.5185718487864965
1,0.16436374544272644
1,0.45354093136889784
1,
1,
1,0.20935618161584132
1,0.10077162830454045
1,0.4999972326870076
1,0.1995683906158582
1,1.6258154648142242
1,0.6452122358561923
1,0.3033183411883557
1,0.28594525963469447
1,0.08031187700916069
1,0.318843208632044
1,0.3589414298085137
1,0.46209551312652003
1,0.37128283764135084
1,0.22244708322680903
1,0.3650780374975188
1,0.3634563165200386
1,0.5921158523900855
1,0.20213727480731444
1,0.5198788484010206
1,0.6004160518815519
1,0.4639859828453282
1,0.3403933664723471
1,0.12806525382721573
1,
1,0.22469584505889947
1,0.3561324486933413
1,0.1558740365607359
1,0.07369864321287092
1,0.30113714293595295
1,0.2799586079363138
1,1.0242143242436441
1,0.7238072501503788
1,
1,
1,0.5425205186496225
1,0.27512240020450046
1,0.6693413357900331
1,0.7605133532393853
1,0.2154402398546494
1,0.14962396328152924
1,0.20458530222453977
1,0.5929785681010877
1,0.13970474471334915
1,0.5513026169529156
1,0.4218819753792908
1,0.05304901953540135
1,0.13833586398728584
1,0.7439657169110707
1,0.25898321447280376
1,0.6566438923355049
1,0.07999843013094925
1,0.1854210092031406
1,0.30991430107043394
1,0.37996250891663574
1,0.5435792518224131
1,0.309614908155782
1,0.6565338400217277
1,0.5181626090723677
1,1.2537449997806607
1,0.10282808361543173
1,0.5351233841818298
1,0.16743278074349374
1,0.8370897416196782
1,0.6211543251026113
1,0.41493948041870043
1,0.5135814733280867
1,0.4036742399404505
1,0.38099979649231913
1,0.6883159729900092
1,0.14248863381040988
1,0.1139028426346629
1,0.08150142417505572
1,0.20021486927467455
1,0.04785846843993233
1,0.9004080760813623
1,0.7337091476734177
1,0.19301625051407806
1,0.44170156740603417
1,0.5933434272986556
1,0.4622576178206887
1,
1,0.2420288504452517
1,0.3940689683346859
1,0.554465899873302
1,0.7164926123651799
1,0.34424889108944196
1,0.6387619648964948
1,0.4402995082601583
1,0.3671950397085711
1,0.03771769115881421
1,0.4971875955657938
1,0.2538408458662264
1,0.35974201003910805
1,
1,0.04564186615719857
1,0.40061719500591614
1,0.31595700099763624
1,0.1941714520733988
1,0.6189498465630373
1,0.3373164325364941
1,
1,0.4885115751781387
1,0.5916365130089352
1,0.23828647166206116
1,0.8025235608032202
1,0.6561067138090859
1,0.29960394842446764
1,0.4411145604358083
1,0.1748459387589066
1,0.21201772974284883
1,0.3459535332226331
1,0.9096105720700696
1,0.21272744017108264
1,0.34071123112832197
1,0.23323197076943827
1,0.4976662903509814
1,0.3121912403464828
1,
1,0.44333120573673157
1,0.5522554441106823
1,0.13124689046288796
1,0.12744770446576315
1,0.5706732047731191
1,
1,0.3513628061826643
1,0.6442446691681675
1,0.15378646278295952
1,
1,
1,0.27562907934696146
1,0.7420643154784631
1,0.2856028895415721
1,0.49239640377844013
1,0.4827571890037565
1,0.48926295494765104
1,1.1134556625902974
1,0.4244063599090064
1,0.47402583851205055
1,0.043280508526071265
1,1.0527764463520983
1,0.40304667287988466
1,0.1552293911998252
1,
1,0.4947893912146466
1,0.4612309118504101
1,0.5855635632063966
1,0.6690657979180973
1,0.5213978401995433
1,0.32947402203153914
1,0.5890753428358039
