animal_id,species,timestamp,latitude,longitude,speed_kmh,predicted_speed_kmh,speed_difference
WOL_003,Wolf,2025-05-22 12:45:00,24.4643,78.41572,0.22829399535877595,0.37260333545151636,-0.1443093400927404
WOL_003,Wolf,2025-05-25 21:44:00,24.51396,78.45407,0.08334060691875288,0.253842830543241,-0.17050222362448814
WOL_003,Wolf,2025-05-29 11:15:00,24.40409,78.48512,0.14751207173059502,0.2443758748600219,-0.09686380312942688
WOL_004,Wolf,2025-05-08 22:45:00,24.45524,78.43572,0.12311355167474348,0.2606952100281453,-0.1375816583534018
WOL_004,Wolf,2025-05-12 11:27:00,24.48919,78.56204,0.15737887963415262,0.21031007424282613,-0.052931194608673515
WOL_004,Wolf,2025-05-16 23:07:00,24.43845,78.50643,0.07401928650055266,0.20392712588923648,-0.12990783938868383
WOL_004,Wolf,2025-05-19 13:00:00,24.46676,78.4333,0.12998416121815926,0.26133080661990304,-0.1313466454017438
WOL_004,Wolf,2025-05-23 16:29:00,24.51851,78.6263,0.20465324742672644,0.33125489379106376,-0.12660164636433732
WOL_004,Wolf,2025-05-26 00:14:00,24.59779,78.61654,0.15911434326355126,0.4142472075104529,-0.2551328642469016
WOL_004,Wolf,2025-05-30 12:03:00,24.57996,78.6476,0.03444711521124627,0.29096689379220153,-0.25651977858095526
WOL_005,Wolf,2025-05-09 04:59:00,24.40743,78.35403,0.42838400913633645,0.4973408418946667,-0.06895683275833026
WOL_005,Wolf,2025-05-12 22:12:00,24.33373,78.41892,0.1177481168391615,0.5452755353003994,-0.4275274184612379
WOL_005,Wolf,2025-05-17 00:19:00,24.38081,78.35939,0.08138876128244046,0.323434651553331,-0.24204589027089055
WOL_005,Wolf,2025-05-19 14:44:00,24.37109,78.48108,0.19822249047174736,0.2751401672509493,-0.07691767677920194
WOL_005,Wolf,2025-05-24 02:47:00,24.32545,78.44992,0.05531306822000649,0.3894213782960101,-0.3341083100760036
WOL_005,Wolf,2025-05-26 10:27:00,24.45122,78.56483,0.3268302932128819,0.2641766508306345,0.06265364238224735
WOL_005,Wolf,2025-05-30 23:43:00,24.41686,78.46174,0.10171259432176005,0.31575990276547866,-0.2140473084437186
WOL_006,Wolf,2025-05-10 09:33:00,24.53499,78.3569,0.1344380562369128,0.518930985830607,-0.38449292959369424
WOL_006,Wolf,2025-05-13 07:20:00,24.61366,78.69712,0.5087003747725825,0.5542069647849366,-0.04550659001235413
WOL_006,Wolf,2025-05-17 07:07:00,24.30192,78.44258,0.4509110837501679,0.6716595953727014,-0.22074851162253345
WOL_006,Wolf,2025-05-20 00:10:00,24.50293,78.55845,0.3880669564570882,0.3591890903853782,0.02887786607171
WOL_006,Wolf,2025-05-24 08:53:00,24.49122,78.66154,0.10038669026658584,0.384313800361579,-0.28392711009499316
WOL_006,Wolf,2025-05-26 14:49:00,24.32002,78.49278,0.4743144104261474,0.44691224837382615,0.027402162052321266
WOL_007,Wolf,2025-05-10 16:37:00,24.30579,78.32744,0.24441109141466433,0.8064537452749915,-0.5620426538603271
WOL_007,Wolf,2025-05-13 19:31:00,24.31491,78.46193,0.18245983254379777,0.4076268885644521,-0.22516705602065434
WOL_007,Wolf,2025-05-17 08:13:00,24.46358,78.51309,0.2045364013420899,0.2715654358753785,-0.06702903453328862
WOL_007,Wolf,2025-05-21 12:32:00,24.53044,78.63602,0.14445415002600753,0.31808707493674515,-0.17363292491073762
WOL_007,Wolf,2025-05-24 11:58:00,24.57396,78.50154,0.20209977177261157,0.18211084793223634,0.019988923840375233
WOL_007,Wolf,2025-05-26 15:05:00,24.60083,78.45629,0.10690255818006575,0.30465813066776076,-0.197755572487695
WOL_008,Wolf,2025-05-10 16:52:00,24.34264,78.6094,0.13810763743105897,0.4358793127414454,-0.29777167531038645
WOL_008,Wolf,2025-05-14 03:44:00,24.56713,78.53425,0.3149082290733813,0.24999531975800698,0.0649129093153743
WOL_008,Wolf,2025-05-17 12:59:00,24.49261,78.66717,0.1943907470842929,0.36737233521114343,-0.17298158812685052
WOL_008,Wolf,2025-05-21 15:26:00,24.51886,78.53745,0.13657205511783674,0.19360349144007827,-0.05703143632224153
WOL_008,Wolf,2025-05-24 12:31:00,24.45826,78.4506,0.1603065530294183,0.22171641375143508,-0.06140986072201679
WOL_008,Wolf,2025-05-27 05:13:00,24.36456,78.48961,0.17221893207998634,0.27585445136985104,-0.1036355192898647
WOL_009,Wolf,2025-05-10 22:40:00,24.3537,78.30078,0.3922334631714252,0.4071914074677235,-0.014957944296298264
WOL_009,Wolf,2025-05-14 21:25:00,24.68952,78.56191,0.4827571890037565,0.4568123711198235,0.025944817883933047
WOL_009,Wolf,2025-05-17 20:14:00,24.61239,78.53286,0.12800706564077094,0.39619927410135786,-0.2681922084605869
WOL_009,Wolf,2025-05-22 01:36:00,24.35862,78.38618,0.3145387605890789,0.43600744193421037,-0.12146868134513145
WOL_009,Wolf,2025-05-24 13:00:00,24.51031,78.50136,0.34520582245629544,0.3027266828977968,0.042479139558498635
WOL_009,Wolf,2025-05-27 12:39:00,24.31497,78.45546,0.310013387357039,0.45922361709428494,-0.14921022973724596
WOL_010,Wolf,2025-05-11 03:24:00,24.63893,78.51807,0.3033183411883557,0.43724083597969177,-0.13392249479133606
WOL_010,Wolf,2025-05-15 06:58:00,24.31044,78.36892,0.39694435174115983,0.4759335140489416,-0.07898916230778175
WOL_010,Wolf,2025-05-17 21:55:00,24.36879,78.67511,0.5034457323232016,0.37638449875053087,0.12706123357267068
WOL_010,Wolf,2025-05-22 03:05:00,24.4709,78.55594,0.1637685913797815,0.28733367053819964,-0.12356507915841813
WOL_010,Wolf,2025-05-24 18:33:00,24.54798,78.67479,0.23266778275287928,0.400264120171736,-0.16759633741885674
WOL_010,Wolf,2025-05-27 19:28:00,24.49128,78.35093,0.45757876516114443,0.3387012927190342,0.11887747244211022
